"service_id","date","exception_type"
2,20220322,1
2,20220329,1
2,20220405,1
2,20220316,1
2,20220323,1
2,20220330,1
2,20220406,1
2,20220317,1
2,20220324,1
2,20220331,1
2,20220407,1
2,20220318,1
2,20220325,1
2,20220401,1
2,20220408,1
3,20220426,1
3,20220503,1
3,20220510,1
3,20220517,1
3,20220524,1
3,20220531,1
3,20220607,1
3,20220614,1
3,20220621,1
3,20220816,1
3,20220823,1
3,20220830,1
3,20220906,1
3,20220913,1
3,20220920,1
3,20220927,1
3,20221018,1
3,20221025,1
3,20221108,1
3,20221115,1
3,20221122,1
3,20221129,1
3,20221206,1
4,20220425,1
4,20220502,1
4,20220509,1
4,20220516,1
4,20220523,1
4,20220530,1
4,20220613,1
4,20220620,1
4,20220815,1
4,20220822,1
4,20220829,1
4,20220905,1
4,20220912,1
4,20220919,1
4,20220926,1
4,20221017,1
4,20221024,1
4,20221031,1
4,20221107,1
4,20221114,1
4,20221121,1
4,20221128,1
4,20221205,1
4,20220426,1
4,20220503,1
4,20220510,1
4,20220517,1
4,20220524,1
4,20220531,1
4,20220607,1
4,20220614,1
4,20220621,1
4,20220816,1
4,20220823,1
4,20220830,1
4,20220906,1
4,20220913,1
4,20220920,1
4,20220927,1
4,20221018,1
4,20221025,1
4,20221108,1
4,20221115,1
4,20221122,1
4,20221129,1
4,20221206,1
4,20220427,1
4,20220504,1
4,20220511,1
4,20220518,1
4,20220525,1
4,20220601,1
4,20220608,1
4,20220615,1
4,20220622,1
4,20220810,1
4,20220817,1
4,20220824,1
4,20220831,1
4,20220907,1
4,20220914,1
4,20220921,1
4,20220928,1
4,20221019,1
4,20221026,1
4,20221102,1
4,20221109,1
4,20221116,1
4,20221123,1
4,20221130,1
4,20221207,1
4,20220428,1
4,20220505,1
4,20220512,1
4,20220519,1
4,20220602,1
4,20220609,1
4,20220623,1
4,20220811,1
4,20220818,1
4,20220825,1
4,20220901,1
4,20220908,1
4,20220915,1
4,20220922,1
4,20220929,1
4,20221020,1
4,20221027,1
4,20221103,1
4,20221110,1
4,20221117,1
4,20221124,1
4,20221201,1
4,20221208,1
5,20220207,1
5,20220214,1
5,20220221,1
5,20220307,1
5,20220314,1
5,20220321,1
5,20220328,1
5,20220404,1
5,20220208,1
5,20220215,1
5,20220222,1
5,20220308,1
5,20220315,1
5,20220322,1
5,20220329,1
5,20220405,1
5,20220209,1
5,20220216,1
5,20220223,1
5,20220302,1
5,20220309,1
5,20220316,1
5,20220323,1
5,20220330,1
5,20220406,1
5,20220210,1
5,20220217,1
5,20220224,1
5,20220303,1
5,20220310,1
5,20220317,1
5,20220324,1
5,20220331,1
5,20220407,1
5,20220211,1
5,20220218,1
5,20220304,1
5,20220311,1
5,20220318,1
5,20220325,1
5,20220401,1
5,20220408,1
6,20220207,1
6,20220214,1
6,20220221,1
6,20220307,1
6,20220208,1
6,20220215,1
6,20220222,1
6,20220308,1
6,20220209,1
6,20220216,1
6,20220223,1
6,20220302,1
6,20220309,1
6,20220210,1
6,20220217,1
6,20220224,1
6,20220303,1
6,20220310,1
6,20220211,1
6,20220218,1
6,20220304,1
6,20220311,1
7,20220208,1
7,20220215,1
7,20220222,1
7,20220308,1
7,20220315,1
7,20220322,1
7,20220329,1
7,20220405,1
8,20220207,1
8,20220214,1
8,20220221,1
8,20220307,1
8,20220314,1
8,20220321,1
8,20220328,1
8,20220404,1
8,20220208,1
8,20220215,1
8,20220222,1
8,20220308,1
8,20220315,1
8,20220322,1
8,20220329,1
8,20220405,1
8,20220209,1
8,20220216,1
8,20220223,1
8,20220302,1
8,20220309,1
8,20220316,1
8,20220323,1
8,20220330,1
8,20220406,1
8,20220210,1
8,20220217,1
8,20220224,1
8,20220303,1
8,20220310,1
8,20220317,1
8,20220324,1
8,20220331,1
8,20220407,1
9,20211213,2
9,20211220,2
9,20211227,2
9,20220103,2
9,20220110,2
9,20220117,2
9,20220124,2
9,20220131,2
9,20220228,2
9,20220411,2
9,20220418,2
9,20220606,2
9,20220627,2
9,20220704,2
9,20220711,2
9,20220718,2
9,20220725,2
9,20220801,2
9,20220808,2
9,20221003,2
9,20221010,2
9,20211214,2
9,20211221,2
9,20211228,2
9,20220104,2
9,20220111,2
9,20220118,2
9,20220125,2
9,20220201,2
9,20220301,2
9,20220412,2
9,20220419,2
9,20220628,2
9,20220705,2
9,20220712,2
9,20220719,2
9,20220726,2
9,20220802,2
9,20220809,2
9,20221004,2
9,20221011,2
9,20221101,2
9,20211215,2
9,20211222,2
9,20211229,2
9,20220105,2
9,20220112,2
9,20220119,2
9,20220126,2
9,20220202,2
9,20220413,2
9,20220420,2
9,20220629,2
9,20220706,2
9,20220713,2
9,20220720,2
9,20220727,2
9,20220803,2
9,20221005,2
9,20221012,2
9,20211216,2
9,20211223,2
9,20211230,2
9,20220106,2
9,20220113,2
9,20220120,2
9,20220127,2
9,20220203,2
9,20220414,2
9,20220421,2
9,20220526,2
9,20220616,2
9,20220630,2
9,20220707,2
9,20220714,2
9,20220721,2
9,20220728,2
9,20220804,2
9,20221006,2
9,20221013,2
9,20211217,2
9,20211224,2
9,20211231,2
9,20220107,2
9,20220114,2
9,20220121,2
9,20220128,2
9,20220204,2
9,20220225,2
9,20220415,2
9,20220422,2
9,20220701,2
9,20220708,2
9,20220715,2
9,20220722,2
9,20220729,2
9,20220805,2
9,20221007,2
9,20221014,2
10,20211213,2
10,20211220,2
10,20211227,2
10,20220103,2
10,20220110,2
10,20220117,2
10,20220124,2
10,20220131,2
10,20220207,2
10,20220214,2
10,20220221,2
10,20220228,2
10,20220307,2
10,20220411,2
10,20220418,2
10,20220606,2
10,20220627,2
10,20220704,2
10,20220711,2
10,20220718,2
10,20220725,2
10,20220801,2
10,20220808,2
10,20221003,2
10,20221010,2
10,20211214,2
10,20211221,2
10,20211228,2
10,20220104,2
10,20220111,2
10,20220118,2
10,20220125,2
10,20220201,2
10,20220208,2
10,20220215,2
10,20220222,2
10,20220301,2
10,20220308,2
10,20220412,2
10,20220419,2
10,20220628,2
10,20220705,2
10,20220712,2
10,20220719,2
10,20220726,2
10,20220802,2
10,20220809,2
10,20221004,2
10,20221011,2
10,20221101,2
10,20211215,2
10,20211222,2
10,20211229,2
10,20220105,2
10,20220112,2
10,20220119,2
10,20220126,2
10,20220202,2
10,20220209,2
10,20220216,2
10,20220223,2
10,20220302,2
10,20220309,2
10,20220413,2
10,20220420,2
10,20220629,2
10,20220706,2
10,20220713,2
10,20220720,2
10,20220727,2
10,20220803,2
10,20221005,2
10,20221012,2
10,20211216,2
10,20211223,2
10,20211230,2
10,20220106,2
10,20220113,2
10,20220120,2
10,20220127,2
10,20220203,2
10,20220210,2
10,20220217,2
10,20220224,2
10,20220303,2
10,20220310,2
10,20220414,2
10,20220421,2
10,20220526,2
10,20220616,2
10,20220630,2
10,20220707,2
10,20220714,2
10,20220721,2
10,20220728,2
10,20220804,2
10,20221006,2
10,20221013,2
10,20211217,2
10,20211224,2
10,20211231,2
10,20220107,2
10,20220114,2
10,20220121,2
10,20220128,2
10,20220204,2
10,20220211,2
10,20220218,2
10,20220225,2
10,20220304,2
10,20220311,2
10,20220415,2
10,20220422,2
10,20220701,2
10,20220708,2
10,20220715,2
10,20220722,2
10,20220729,2
10,20220805,2
10,20221007,2
10,20221014,2
11,20220426,1
11,20220503,1
11,20220510,1
11,20220517,1
11,20220524,1
11,20220531,1
11,20220607,1
11,20220614,1
11,20220621,1
11,20220816,1
11,20220823,1
11,20220830,1
11,20220906,1
11,20220913,1
11,20220920,1
11,20220927,1
11,20221018,1
11,20221025,1
11,20221108,1
11,20221115,1
11,20221122,1
11,20221129,1
11,20221206,1
11,20220428,1
11,20220505,1
11,20220512,1
11,20220519,1
11,20220602,1
11,20220609,1
11,20220623,1
11,20220811,1
11,20220818,1
11,20220825,1
11,20220901,1
11,20220908,1
11,20220915,1
11,20220922,1
11,20220929,1
11,20221020,1
11,20221027,1
11,20221103,1
11,20221110,1
11,20221117,1
11,20221124,1
11,20221201,1
11,20221208,1
11,20220429,1
11,20220506,1
11,20220513,1
11,20220520,1
11,20220527,1
11,20220603,1
11,20220610,1
11,20220617,1
11,20220624,1
11,20220812,1
11,20220819,1
11,20220826,1
11,20220902,1
11,20220909,1
11,20220916,1
11,20220923,1
11,20220930,1
11,20221021,1
11,20221028,1
11,20221104,1
11,20221111,1
11,20221118,1
11,20221125,1
11,20221202,1
11,20221209,1
12,20220208,1
12,20220215,1
12,20220222,1
12,20220308,1
12,20220210,1
12,20220217,1
12,20220224,1
12,20220303,1
12,20220310,1
12,20220211,1
12,20220218,1
12,20220304,1
12,20220311,1
13,20220207,1
13,20220214,1
13,20220221,1
13,20220307,1
13,20220209,1
13,20220216,1
13,20220223,1
13,20220302,1
13,20220309,1
13,20220210,1
13,20220217,1
13,20220224,1
13,20220303,1
13,20220310,1
14,20220425,1
14,20220502,1
14,20220509,1
14,20220516,1
14,20220523,1
14,20220530,1
14,20220613,1
14,20220620,1
14,20220815,1
14,20220822,1
14,20220829,1
14,20220905,1
14,20220912,1
14,20220919,1
14,20220926,1
14,20221017,1
14,20221024,1
14,20221031,1
14,20221107,1
14,20221114,1
14,20221121,1
14,20221128,1
14,20221205,1
14,20220427,1
14,20220504,1
14,20220511,1
14,20220518,1
14,20220525,1
14,20220601,1
14,20220608,1
14,20220615,1
14,20220622,1
14,20220810,1
14,20220817,1
14,20220824,1
14,20220831,1
14,20220907,1
14,20220914,1
14,20220921,1
14,20220928,1
14,20221019,1
14,20221026,1
14,20221102,1
14,20221109,1
14,20221116,1
14,20221123,1
14,20221130,1
14,20221207,1
14,20220428,1
14,20220505,1
14,20220512,1
14,20220519,1
14,20220602,1
14,20220609,1
14,20220623,1
14,20220811,1
14,20220818,1
14,20220825,1
14,20220901,1
14,20220908,1
14,20220915,1
14,20220922,1
14,20220929,1
14,20221020,1
14,20221027,1
14,20221103,1
14,20221110,1
14,20221117,1
14,20221124,1
14,20221201,1
14,20221208,1
15,20220315,1
15,20220322,1
15,20220329,1
15,20220405,1
15,20220317,1
15,20220324,1
15,20220331,1
15,20220407,1
15,20220318,1
15,20220325,1
15,20220401,1
15,20220408,1
16,20220314,1
16,20220321,1
16,20220328,1
16,20220404,1
16,20220316,1
16,20220323,1
16,20220330,1
16,20220406,1
16,20220317,1
16,20220324,1
16,20220331,1
16,20220407,1
17,20211218,2
17,20211225,2
17,20220101,2
17,20220108,2
17,20220115,2
17,20220122,2
17,20220129,2
17,20220205,2
17,20220212,2
17,20220219,2
17,20220226,2
17,20220305,2
17,20220312,2
17,20220319,2
17,20220326,2
17,20220402,2
17,20220409,2
17,20220416,2
17,20220423,2
18,20220606,1
18,20221003,1
18,20221101,1
18,20220526,1
18,20220616,1
18,20211218,2
18,20211225,2
18,20220101,2
18,20220108,2
18,20220115,2
18,20220122,2
18,20220129,2
18,20220205,2
18,20220212,2
18,20220219,2
18,20220226,2
18,20220305,2
18,20220312,2
18,20220319,2
18,20220326,2
18,20220402,2
18,20220409,2
18,20220416,2
18,20220423,2
18,20211212,2
18,20211219,2
18,20211226,2
18,20220102,2
18,20220109,2
18,20220116,2
18,20220123,2
18,20220130,2
18,20220206,2
18,20220213,2
18,20220220,2
18,20220227,2
18,20220306,2
18,20220313,2
18,20220320,2
18,20220327,2
18,20220403,2
18,20220410,2
18,20220417,2
18,20220424,2
19,20220606,1
19,20221003,1
19,20221101,1
19,20220526,1
19,20220616,1
19,20211212,2
19,20211219,2
19,20211226,2
19,20220102,2
19,20220109,2
19,20220116,2
19,20220123,2
19,20220130,2
19,20220206,2
19,20220213,2
19,20220220,2
19,20220227,2
19,20220306,2
19,20220313,2
19,20220320,2
19,20220327,2
19,20220403,2
19,20220410,2
19,20220417,2
19,20220424,2
20,20211213,2
20,20211220,2
20,20211227,2
20,20220103,2
20,20220110,2
20,20220117,2
20,20220124,2
20,20220131,2
20,20220207,2
20,20220214,2
20,20220221,2
20,20220228,2
20,20220307,2
20,20220314,2
20,20220321,2
20,20220328,2
20,20220404,2
20,20220411,2
20,20220418,2
20,20220606,2
20,20221003,2
20,20211214,2
20,20211221,2
20,20211228,2
20,20220104,2
20,20220111,2
20,20220118,2
20,20220125,2
20,20220201,2
20,20220208,2
20,20220215,2
20,20220222,2
20,20220301,2
20,20220308,2
20,20220315,2
20,20220322,2
20,20220329,2
20,20220405,2
20,20220412,2
20,20220419,2
20,20221101,2
20,20211215,2
20,20211222,2
20,20211229,2
20,20220105,2
20,20220112,2
20,20220119,2
20,20220126,2
20,20220202,2
20,20220209,2
20,20220216,2
20,20220223,2
20,20220302,2
20,20220309,2
20,20220316,2
20,20220323,2
20,20220330,2
20,20220406,2
20,20220413,2
20,20220420,2
20,20211216,2
20,20211223,2
20,20211230,2
20,20220106,2
20,20220113,2
20,20220120,2
20,20220127,2
20,20220203,2
20,20220210,2
20,20220217,2
20,20220224,2
20,20220303,2
20,20220310,2
20,20220317,2
20,20220324,2
20,20220331,2
20,20220407,2
20,20220414,2
20,20220421,2
20,20220526,2
20,20220616,2
20,20211217,2
20,20211224,2
20,20211231,2
20,20220107,2
20,20220114,2
20,20220121,2
20,20220128,2
20,20220204,2
20,20220211,2
20,20220218,2
20,20220225,2
20,20220304,2
20,20220311,2
20,20220318,2
20,20220325,2
20,20220401,2
20,20220408,2
20,20220415,2
20,20220422,2
21,20211213,2
21,20211220,2
21,20211227,2
21,20220103,2
21,20220110,2
21,20220117,2
21,20220124,2
21,20220131,2
21,20220207,2
21,20220214,2
21,20220221,2
21,20220228,2
21,20220307,2
21,20220314,2
21,20220321,2
21,20220328,2
21,20220404,2
21,20220411,2
21,20220418,2
21,20220606,2
21,20221003,2
21,20211214,2
21,20211221,2
21,20211228,2
21,20220104,2
21,20220111,2
21,20220118,2
21,20220125,2
21,20220201,2
21,20220208,2
21,20220215,2
21,20220222,2
21,20220301,2
21,20220308,2
21,20220315,2
21,20220322,2
21,20220329,2
21,20220405,2
21,20220412,2
21,20220419,2
21,20221101,2
21,20211215,2
21,20211222,2
21,20211229,2
21,20220105,2
21,20220112,2
21,20220119,2
21,20220126,2
21,20220202,2
21,20220209,2
21,20220216,2
21,20220223,2
21,20220302,2
21,20220309,2
21,20220316,2
21,20220323,2
21,20220330,2
21,20220406,2
21,20220413,2
21,20220420,2
21,20211216,2
21,20211223,2
21,20211230,2
21,20220106,2
21,20220113,2
21,20220120,2
21,20220127,2
21,20220203,2
21,20220210,2
21,20220217,2
21,20220224,2
21,20220303,2
21,20220310,2
21,20220317,2
21,20220324,2
21,20220331,2
21,20220407,2
21,20220414,2
21,20220421,2
21,20220526,2
21,20220616,2
21,20211217,2
21,20211224,2
21,20211231,2
21,20220107,2
21,20220114,2
21,20220121,2
21,20220128,2
21,20220204,2
21,20220211,2
21,20220218,2
21,20220225,2
21,20220304,2
21,20220311,2
21,20220318,2
21,20220325,2
21,20220401,2
21,20220408,2
21,20220415,2
21,20220422,2
21,20211218,2
21,20211225,2
21,20220101,2
21,20220108,2
21,20220115,2
21,20220122,2
21,20220129,2
21,20220205,2
21,20220212,2
21,20220219,2
21,20220226,2
21,20220305,2
21,20220312,2
21,20220319,2
21,20220326,2
21,20220402,2
21,20220409,2
21,20220416,2
21,20220423,2
22,20211213,2
22,20211220,2
22,20211227,2
22,20220103,2
22,20220110,2
22,20220117,2
22,20220124,2
22,20220131,2
22,20220207,2
22,20220214,2
22,20220221,2
22,20220228,2
22,20220307,2
22,20220314,2
22,20220321,2
22,20220328,2
22,20220404,2
22,20220411,2
22,20220418,2
22,20211214,2
22,20211221,2
22,20211228,2
22,20220104,2
22,20220111,2
22,20220118,2
22,20220125,2
22,20220201,2
22,20220208,2
22,20220215,2
22,20220222,2
22,20220301,2
22,20220308,2
22,20220315,2
22,20220322,2
22,20220329,2
22,20220405,2
22,20220412,2
22,20220419,2
22,20211215,2
22,20211222,2
22,20211229,2
22,20220105,2
22,20220112,2
22,20220119,2
22,20220126,2
22,20220202,2
22,20220209,2
22,20220216,2
22,20220223,2
22,20220302,2
22,20220309,2
22,20220316,2
22,20220323,2
22,20220330,2
22,20220406,2
22,20220413,2
22,20220420,2
22,20211216,2
22,20211223,2
22,20211230,2
22,20220106,2
22,20220113,2
22,20220120,2
22,20220127,2
22,20220203,2
22,20220210,2
22,20220217,2
22,20220224,2
22,20220303,2
22,20220310,2
22,20220317,2
22,20220324,2
22,20220331,2
22,20220407,2
22,20220414,2
22,20220421,2
22,20211217,2
22,20211224,2
22,20211231,2
22,20220107,2
22,20220114,2
22,20220121,2
22,20220128,2
22,20220204,2
22,20220211,2
22,20220218,2
22,20220225,2
22,20220304,2
22,20220311,2
22,20220318,2
22,20220325,2
22,20220401,2
22,20220408,2
22,20220415,2
22,20220422,2
22,20211218,2
22,20211225,2
22,20220101,2
22,20220108,2
22,20220115,2
22,20220122,2
22,20220129,2
22,20220205,2
22,20220212,2
22,20220219,2
22,20220226,2
22,20220305,2
22,20220312,2
22,20220319,2
22,20220326,2
22,20220402,2
22,20220409,2
22,20220416,2
22,20220423,2
22,20211212,2
22,20211219,2
22,20211226,2
22,20220102,2
22,20220109,2
22,20220116,2
22,20220123,2
22,20220130,2
22,20220206,2
22,20220213,2
22,20220220,2
22,20220227,2
22,20220306,2
22,20220313,2
22,20220320,2
22,20220327,2
22,20220403,2
22,20220410,2
22,20220417,2
22,20220424,2
23,20220207,1
23,20220214,1
23,20220221,1
23,20220228,1
23,20220307,1
23,20220208,1
23,20220215,1
23,20220222,1
23,20220301,1
23,20220308,1
23,20220209,1
23,20220216,1
23,20220223,1
23,20220302,1
23,20220309,1
23,20220210,1
23,20220217,1
23,20220224,1
23,20220303,1
23,20220310,1
23,20220211,1
23,20220218,1
23,20220225,1
23,20220304,1
23,20220311,1
24,20220212,1
24,20220219,1
24,20220226,1
24,20220305,1
24,20220312,1
24,20220206,1
24,20220213,1
24,20220220,1
24,20220227,1
24,20220306,1
24,20220313,1
25,20220207,1
25,20220214,1
25,20220221,1
25,20220228,1
25,20220307,1
25,20220208,1
25,20220215,1
25,20220222,1
25,20220301,1
25,20220308,1
25,20220209,1
25,20220216,1
25,20220223,1
25,20220302,1
25,20220309,1
25,20220210,1
25,20220217,1
25,20220224,1
25,20220303,1
25,20220310,1
25,20220211,1
25,20220218,1
25,20220225,1
25,20220304,1
25,20220311,1
25,20220212,1
25,20220219,1
25,20220226,1
25,20220305,1
25,20220312,1
26,20220206,1
26,20220213,1
26,20220220,1
26,20220227,1
26,20220306,1
26,20220313,1
27,20211213,2
27,20211220,2
27,20211227,2
27,20220103,2
27,20220110,2
27,20220117,2
27,20220124,2
27,20220131,2
27,20220207,2
27,20220214,2
27,20220221,2
27,20220228,2
27,20220307,2
27,20220418,2
27,20220606,2
27,20221003,2
27,20211214,2
27,20211221,2
27,20211228,2
27,20220104,2
27,20220111,2
27,20220118,2
27,20220125,2
27,20220201,2
27,20220208,2
27,20220215,2
27,20220222,2
27,20220301,2
27,20220308,2
27,20221101,2
27,20211215,2
27,20211222,2
27,20211229,2
27,20220105,2
27,20220112,2
27,20220119,2
27,20220126,2
27,20220202,2
27,20220209,2
27,20220216,2
27,20220223,2
27,20220302,2
27,20220309,2
27,20211216,2
27,20211223,2
27,20211230,2
27,20220106,2
27,20220113,2
27,20220120,2
27,20220127,2
27,20220203,2
27,20220210,2
27,20220217,2
27,20220224,2
27,20220303,2
27,20220310,2
27,20220526,2
27,20220616,2
27,20211217,2
27,20211224,2
27,20211231,2
27,20220107,2
27,20220114,2
27,20220121,2
27,20220128,2
27,20220204,2
27,20220211,2
27,20220218,2
27,20220225,2
27,20220304,2
27,20220311,2
27,20220415,2
28,20211218,2
28,20211225,2
28,20220101,2
28,20220108,2
28,20220115,2
28,20220122,2
28,20220129,2
28,20220205,2
28,20220212,2
28,20220219,2
28,20220226,2
28,20220305,2
28,20220312,2
29,20211213,2
29,20211220,2
29,20211227,2
29,20220103,2
29,20220110,2
29,20220117,2
29,20220124,2
29,20220131,2
29,20220207,2
29,20220214,2
29,20220221,2
29,20220228,2
29,20220307,2
29,20220418,2
29,20220606,2
29,20221003,2
29,20211214,2
29,20211221,2
29,20211228,2
29,20220104,2
29,20220111,2
29,20220118,2
29,20220125,2
29,20220201,2
29,20220208,2
29,20220215,2
29,20220222,2
29,20220301,2
29,20220308,2
29,20221101,2
29,20211215,2
29,20211222,2
29,20211229,2
29,20220105,2
29,20220112,2
29,20220119,2
29,20220126,2
29,20220202,2
29,20220209,2
29,20220216,2
29,20220223,2
29,20220302,2
29,20220309,2
29,20211216,2
29,20211223,2
29,20211230,2
29,20220106,2
29,20220113,2
29,20220120,2
29,20220127,2
29,20220203,2
29,20220210,2
29,20220217,2
29,20220224,2
29,20220303,2
29,20220310,2
29,20220526,2
29,20220616,2
29,20211217,2
29,20211224,2
29,20211231,2
29,20220107,2
29,20220114,2
29,20220121,2
29,20220128,2
29,20220204,2
29,20220211,2
29,20220218,2
29,20220225,2
29,20220304,2
29,20220311,2
29,20220415,2
29,20211218,2
29,20211225,2
29,20220101,2
29,20220108,2
29,20220115,2
29,20220122,2
29,20220129,2
29,20220205,2
29,20220212,2
29,20220219,2
29,20220226,2
29,20220305,2
29,20220312,2
30,20220418,1
30,20220606,1
30,20221003,1
30,20221101,1
30,20220526,1
30,20220616,1
30,20220415,1
30,20211212,2
30,20211219,2
30,20211226,2
30,20220102,2
30,20220109,2
30,20220116,2
30,20220123,2
30,20220130,2
30,20220206,2
30,20220213,2
30,20220220,2
30,20220227,2
30,20220306,2
30,20220313,2
31,20220314,1
31,20220321,1
31,20220328,1
31,20220404,1
31,20220411,1
31,20220315,1
31,20220322,1
31,20220329,1
31,20220405,1
31,20220412,1
31,20220419,1
31,20220316,1
31,20220323,1
31,20220330,1
31,20220406,1
31,20220413,1
31,20220420,1
31,20220317,1
31,20220324,1
31,20220331,1
31,20220407,1
31,20220414,1
31,20220421,1
31,20220318,1
31,20220325,1
31,20220401,1
31,20220408,1
31,20220422,1
32,20220212,1
32,20220219,1
32,20220226,1
32,20220305,1
32,20220312,1
33,20220228,1
33,20220301,1
33,20220225,1
34,20220228,1
34,20220301,1
34,20220225,1
34,20220212,1
34,20220219,1
34,20220226,1
34,20220305,1
34,20220312,1
35,20220411,1
35,20220627,1
35,20220704,1
35,20220711,1
35,20220718,1
35,20220725,1
35,20220801,1
35,20220808,1
35,20221010,1
35,20220412,1
35,20220419,1
35,20220628,1
35,20220705,1
35,20220712,1
35,20220719,1
35,20220726,1
35,20220802,1
35,20220809,1
35,20221004,1
35,20221011,1
35,20220413,1
35,20220420,1
35,20220629,1
35,20220706,1
35,20220713,1
35,20220720,1
35,20220727,1
35,20220803,1
35,20221005,1
35,20221012,1
35,20220414,1
35,20220421,1
35,20220630,1
35,20220707,1
35,20220714,1
35,20220721,1
35,20220728,1
35,20220804,1
35,20221006,1
35,20221013,1
35,20220422,1
35,20220701,1
35,20220708,1
35,20220715,1
35,20220722,1
35,20220729,1
35,20220805,1
35,20221007,1
35,20221014,1
36,20220411,1
36,20220627,1
36,20220704,1
36,20220711,1
36,20220718,1
36,20220725,1
36,20220801,1
36,20220808,1
36,20221010,1
36,20220412,1
36,20220419,1
36,20220628,1
36,20220705,1
36,20220712,1
36,20220719,1
36,20220726,1
36,20220802,1
36,20220809,1
36,20221004,1
36,20221011,1
36,20220413,1
36,20220420,1
36,20220629,1
36,20220706,1
36,20220713,1
36,20220720,1
36,20220727,1
36,20220803,1
36,20221005,1
36,20221012,1
36,20220414,1
36,20220421,1
36,20220630,1
36,20220707,1
36,20220714,1
36,20220721,1
36,20220728,1
36,20220804,1
36,20221006,1
36,20221013,1
36,20220422,1
36,20220701,1
36,20220708,1
36,20220715,1
36,20220722,1
36,20220729,1
36,20220805,1
36,20221007,1
36,20221014,1
36,20211218,2
36,20211225,2
36,20220101,2
36,20220108,2
36,20220115,2
36,20220122,2
36,20220129,2
36,20220205,2
36,20220212,2
36,20220219,2
36,20220226,2
36,20220305,2
36,20220312,2
37,20220627,1
37,20220704,1
37,20220711,1
37,20220718,1
37,20220725,1
37,20220801,1
37,20220808,1
37,20221010,1
37,20220628,1
37,20220705,1
37,20220712,1
37,20220719,1
37,20220726,1
37,20220802,1
37,20220809,1
37,20221004,1
37,20221011,1
37,20220629,1
37,20220706,1
37,20220713,1
37,20220720,1
37,20220727,1
37,20220803,1
37,20221005,1
37,20221012,1
37,20220630,1
37,20220707,1
37,20220714,1
37,20220721,1
37,20220728,1
37,20220804,1
37,20221006,1
37,20221013,1
37,20220701,1
37,20220708,1
37,20220715,1
37,20220722,1
37,20220729,1
37,20220805,1
37,20221007,1
37,20221014,1
38,20220411,1
38,20220412,1
38,20220419,1
38,20220413,1
38,20220420,1
38,20220414,1
38,20220421,1
38,20220422,1
39,20211218,2
39,20211225,2
39,20220101,2
39,20220108,2
39,20220115,2
39,20220122,2
39,20220129,2
39,20220205,2
40,20211213,2
40,20211220,2
40,20211227,2
40,20220103,2
40,20220110,2
40,20220117,2
40,20220124,2
40,20220131,2
40,20220418,2
40,20220606,2
40,20221003,2
40,20211214,2
40,20211221,2
40,20211228,2
40,20220104,2
40,20220111,2
40,20220118,2
40,20220125,2
40,20220201,2
40,20221101,2
40,20211215,2
40,20211222,2
40,20211229,2
40,20220105,2
40,20220112,2
40,20220119,2
40,20220126,2
40,20220202,2
40,20211216,2
40,20211223,2
40,20211230,2
40,20220106,2
40,20220113,2
40,20220120,2
40,20220127,2
40,20220203,2
40,20220526,2
40,20220616,2
40,20211217,2
40,20211224,2
40,20211231,2
40,20220107,2
40,20220114,2
40,20220121,2
40,20220128,2
40,20220204,2
40,20220415,2
41,20220228,1
41,20220411,1
41,20220627,1
41,20220704,1
41,20220711,1
41,20220718,1
41,20220725,1
41,20220801,1
